Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-space-environmental-factors.json	2431	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	33	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-space-monitoring-procedures.json	2103	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	32	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-space-neurological-effects.json	2050	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	33	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-space-physiological-effects.json	3380	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	45	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-space-psychological-effects.json	2143	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	41	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-space-radiation-dose-codes-vs.json	926	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	28	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-space-radiation-effects.json	2313	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	86	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-space-radiation-type-vs.json	484	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	41	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-space-visual-effects.json	2248	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	37	0	0	0	0	0	0	0
input/resources/StructureDefinition-average-blood-pressure.json	300035	10	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	243	651	0	0	8	0	6	0	1
input/resources/StructureDefinition-body-mass-index.json	182973	7	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	142	291	0	0	1	0	3	0	0
input/resources/StructureDefinition-body-temperature.json	220953	8	0	16	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	169	361	0	0	1	0	5	1	0
input/resources/StructureDefinition-body-weight.json	218536	7	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	170	388	0	0	1	0	4	0	1
input/resources/StructureDefinition-bp-device.json	117903	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	92	172	0	0	0	0	2	0	0
input/resources/StructureDefinition-heart-rate.json	229708	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	176	411	0	0	1	0	5	0	0
input/resources/StructureDefinition-height.json	218779	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	165	630	0	0	0	0	4	0	0
input/resources/StructureDefinition-oxygen-saturation-arterial-blood-pulseOx.json	274736	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	223	717	0	0	1	0	4	0	1
input/resources/StructureDefinition-oxygen-saturation-arterial-blood.json	179131	6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	557	0	0	0	0	3	1	0
input/resources/StructureDefinition-respiratory-rate.json	236840	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	190	318	0	0	0	0	4	0	0
input/resources/StructureDefinition-twenty-four-hour-blood-pressure.json	302526	10	0	27	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	244	306	0	0	0	0	6	0	1
input/resources/StructureDefinitions-BloodPressurePanel.json	389111	11	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	289	450	0	0	1	0	6	0	1
